,SCs,Tc
3694,Cu0.1Pb0.9,6.5
3695,Nb3Si0.6Sn0.4,6.5
3696,Bi0.86Tl0.14,6.5
3697,Ti0.7V0.3,6.463333333
3698,Lu0.8Ho0.2Ru1B2,6.46
3699,Al0.9Ge0.1,6.45
3700,H0.965Pd1,6.45
3701,Au0.2Nb0.8,6.45
3702,La1Ru2.85Co0.15Si2,6.45
3703,Mg1C1Ni2.995Fe0.005,6.44
3704,Er0.25Ho0.75Rh4B4,6.44
3705,Pb0.73Tl0.27,6.43
3706,In0.5Pb0.5,6.43
3707,Pb0.79Tl0.21,6.43
3708,Er0.187Ho0.813Rh4B4,6.43
3709,Ho1Rh3.72Ru0.28B4,6.42
3710,Nb0.13Zr0.87,6.42
3711,Ho1Rh3.6Ru0.4B4,6.42
3712,Ba0.84K0.16Fe2As2,6.42
3713,Ca2.5Co0.5Rh4Sn13,6.41
3714,Zr1V1.85Fe0.15,6.41
3715,V2.739Hf0.261Ga1,6.4
3716,Lu0.9Gd0.1Ru1B2,6.4
3717,Li2Pd2.85Pt0.15B1,6.4
3718,Zr1Ru1P0.85B0.15,6.4
3719,Nb5Si2.6B0.4,6.4
3720,Nb5Si2B1,6.4
3721,V3Si0.2Sn0.8,6.4
3722,Ba0.818Na0.182Fe2As2,6.4
3723,Ba1Fe1.8Ni0.2As2,6.4
3724,Lu5Ir4Si9Ge1,6.38
3725,H0.963Pd1,6.377
3726,Nd1.85Ce0.15Cu0.993Ni0.007O4,6.366666667
3727,Ho1Rh3Ru1B4,6.35
3728,Nb0.15Zr0.85,6.35
3729,Ga0.1Pb0.9,6.33
3730,Lu2Ir3Si4.98Ge0.02,6.32
3731,Mg1C1Ni2.94Cu0.06,6.3
3732,Ti0.9V0.1,6.3
3733,Ho1Th3.4Ru0.6B4,6.3
3734,Y0.65Pr0.35Ba2Cu3O6.75,6.3
3735,La0.3Th0.7Ni1C2,6.3
3736,Zr1P1.25Se0.75,6.3
3737,Ti0.91V0.09,6.3
3738,Lu0.6Er0.4Ru1B2,6.295
3739,Th0.25Zr0.75,6.29
3740,Hf0.5Ta0.5,6.28
3741,In0.6Pb0.4,6.28
3742,Pb0.9Sb0.1,6.28
3743,Sb0.25Ti0.75,6.26
3744,La0.87Th0.13Sn3,6.26
3745,Ba1Pt3.25Au0.75Ge12,6.25
3746,Mg1C1Ni2.99Fe0.01,6.25
3747,Nb3Rh0.5Pt0.5,6.25
3748,Mo0.4Re0.6,6.245
3749,Zr1P1.35Se0.65,6.24
3750,Bi0.85Tl0.15,6.23
3751,Rh0.075Zr0.925,6.225
3752,La1Ru2.97Fe0.03Si2,6.22
3753,Mo1.935Zr0.065B1C1,6.2
3754,Re0.8V0.2,6.2
3755,Ba1Fe1.926Co0.074As2,6.2
3756,Y1Ni1.86Fe0.14B2C1,6.2
3757,Ge0.1In0.9,6.2
3758,Mo1.85Nb0.15B1C1,6.2
3759,Nb0.45Re0.55,6.2
3760,Lu2Ir3Si4.75Ge0.25,6.2
3761,Ba0.82Pr0.18Fe2As2,6.2
3762,Nb0.47Ta0.53,6.2
3763,Ba0.8Rb0.2Ti2Sb2O1,6.19
3764,Ba1Fe1.856Ni0.144As2,6.185
3765,Mo0.45Re0.55,6.185
3766,Ga0.8Sb0.2,6.18
3767,Ce0.97La0.03Ru2,6.17
3768,Lu0.81Gd0.19Ni2B2C1,6.155
3769,Zr1Ru0.95Rh0.05P1,6.15
3770,Er0.134Ho0.866Rh4B4,6.15
3771,Ho1Rh3.4Ru0.6B4,6.14
3772,Ce0.88La0.12Ru2,6.14
3773,Pr1Fe0.95Co0.05As1O1,6.14
3774,La0.84Tm0.16Ru3Si2,6.1
3775,Mo0.865Re0.135,6.1
3776,Ba0.88K0.12Ti2Sb2O1,6.1
3777,Mg1C1Ni2.967Ru0.033,6.1
3778,B2Nb0.3,6.1
3779,V3Si0.2Ge0.8,6.1
3780,C1Hf0.7Nb0.3,6.1
3781,Nb0.5Ta0.5,6.09
3782,Sc0.07V0.93,6.09
3783,Ge0.18Nb0.82,6.085
3784,Zr2Co0.9Cu0.1,6.07
3785,Lu4.75Sc0.25Ir4Si10,6.06
3786,Lu4.5Sc0.5Ir4Si10,6.06
3787,Nb0.35Hf0.65N1,6.05
3788,La1Ru2.76Co0.24Si2,6.04
3789,La2.9602Gd0.0398In1,6.04
3790,La1Fe0.985Zn0.015As1O0.85,6.01
3791,Y1Ba2Cu2.91Zn0.09O6.6,6
3792,Rh0.36Se0.64,6
3793,Ba6.63Si46,6
3794,Ge0.29Nb0.71,6
3795,Lu5Ir4Si9.5Ge0.5,6
3796,Co0.85Ni0.15Zr2,6
3797,Sm1Fe0.92Ni0.08As1O1,6
3798,C0.7Nb0.3,6
3799,Ba8Si40Ge6,6
3800,Re0.6W00.4,6
3801,Nb0.85V0.15,6
3802,La2.9706Gd0.0294In1,6
3803,Mg0.73Sc0.27B2,6
3804,Bi0.6Tl0.4,6
3805,Rh0.53Se0.47,6
3806,Fe1Se0.13Te0.87,6
3807,Mg1C1Ni2.91Cu0.09,6
3808,Zr1V1Ge1,6
3809,Hf0.16Ta0.84,5.98
3810,Zr0.993Lu0.007B12,5.97
3811,Mg1C1Ni2.985Fe0.015,5.96
3812,Zr2Co0.85Ni0.15,5.96
3813,La1Fe1As0.1P0.9O1,5.96
3814,Er0.16Ho0.84Rh4B4,5.95
3815,Rh0.07Zr0.93,5.95
3816,In0.75Sn0.25,5.95
3817,Sc4Dy1Ir4Si10,5.95
3818,Er0.005La0.995,5.94
3819,Zr2Co0.9Ni0.1,5.94
3820,La0.987Gd0.013Sn3,5.94
3821,Fe1Se0.7S0.3,5.94
3822,Y0.74Gd0.26Ni2B2C1,5.935
3823,Na0.1Pb0.9,5.93
3824,Ba0.7Rb0.3Ti2Sb2O1,5.93
3825,Sr1Fe1.88Ni0.12As2,5.92
3826,Ce0.91La0.09Ru2,5.91
3827,Rh0.065Zr0.935,5.9
3828,Gd1Nd0.85Ce0.15Cu1O4,5.9
3829,V0.26Zr0.74,5.9
3830,Er0.775Tb0.225Ni2B2C1,5.9
3831,Nb5Si2.8B0.2,5.9
3832,Tb0.225Er0.775Ni2B2C1,5.9
3833,Ti0.1V0.9,5.89
3834,Er0.11Ho0.89Rh4B4,5.883333333
3835,Zr2Co0.85Cu0.15,5.88
3836,La0.15Ce0.85Ru2,5.872
3837,Rh0.06Zr0.94,5.866666667
3838,Ba0.85K0.15Ti2Sb2O1,5.86
3839,Mo0.33Re0.67,5.845
3840,Ce1Fe1As0.47P0.53F0.05O0.95,5.84
3841,Lu4.9Sc0.1Ir4Si10,5.835
3842,Hf0.14Re0.86,5.83
3843,Zr2Co0.8Ni0.2,5.83
3844,Ce0.8Pr0.2Ru2,5.82
3845,Pb0.6Tl0.4,5.8
3846,Lu5Ir4Si9.8Ge0.2,5.8
3847,Mo1.94Hf0.06B1C1,5.8
3848,Sm1Fe0.825Co0.175As1O1,5.8
3849,Ru0.465V0.535,5.8
3850,Y0.8La0.2B6,5.8
3851,Ag1Sn1Se1.8S0.2,5.79
3852,Zr2Co0.95Ga0.05,5.79
3853,Lu5Ir3.1Rh0.9Si10,5.77
3854,Dy0.6Tm0.4Ni2B2C1,5.77
3855,Nb0.8V0.2,5.76
3856,Zr1P1.5Se0.5,5.76
3857,Pr0.95Ce0.05Pt4Ge12,5.75
3858,Tc0.3W0.7,5.75
3859,Re0.75Ta0.25,5.74
3860,Lu5Ir3.12Rh0.88Si10,5.74
3861,Lu5Ir3.44Rh0.56Si10,5.72
3862,La2.9394Ce0.0606In1,5.72
3863,Nb0.405Ta0.595,5.72
3864,Zr2Co0.9Ga0.1,5.72
3865,Ba0.6Rb0.4Ti2Sb2O1,5.71
3866,Hf0.61Ta0.39,5.71
3867,Y0.7Tb0.3Ni2B2C1,5.71
3868,Nb0.88V0.12,5.7
3869,Mo0.38Re0.62,5.7
3870,Ta0.96Zr0.04,5.7
3871,Y1Ni1.7Mn0.3B2C1,5.7
3872,Lu5Ir3.4Rh0.6Si10,5.7
3873,Ru0.1Zr0.9,5.7
3874,La0.9Ca0.1Fe1P1O1,5.67
3875,Zr0.985Lu0.015B12,5.67
3876,Sc0.01V0.99,5.67
3877,Os0.07Zr0.93,5.66
3878,Th1Ir1.8Os0.2,5.66
3879,Lu5Ir2.8Rh1.2Si10,5.66
3880,In0.75Pb0.25,5.65
3881,Zr0.984Lu0.016B12,5.65
3882,Os0.06Zr0.94,5.65
3883,Mo0.62Os0.38,5.65
3884,Er0.82Tb0.18Ni2B2C1,5.63
3885,Rh0.03Zr0.97,5.626666667
3886,La0.9Th0.1,5.62
3887,Nb0.29Re0.71,5.61
3888,Mo0.72Pt0.28,5.6
3889,Hf0.1Ta0.9,5.6
3890,Nb0.92Sn0.08,5.6
3891,Mg1C1Ni2.934Ru0.066,5.6
3892,Nb0.84S0.16,5.6
3893,Mo0.35Re0.65,5.6
3894,Sm1Fe0.9Ni0.1As1F0.12O0.88,5.6
3895,V3Ga0.5Sn0.5,5.6
3896,Mo1.86Ta0.14B1C1,5.6
3897,Zr1Ru1P0.6B0.4,5.6
3898,C1Hf0.4Nb0.6,5.6
3899,Nd0.7Pr0.3Ba2Cu3O7,5.6
3900,La0.99Lu0.01,5.595
3901,V2.79Mo0.21Si1,5.59
3902,La2.94Ce0.06In1,5.58
3903,La0.06Th0.94Pb3,5.58
3904,Ti0.03V0.97,5.58
3905,Mo0.15Nb0.85,5.575
3906,Zr2Co0.85Ga0.15,5.56
3907,Sr1Fe1.66Co0.34As2,5.56
3908,Ta0.2Zr0.8,5.56
3909,La1.935Ca0.065Cu1O4,5.55
3910,Bi0.343In0.657,5.55
3911,Pb0.52Tl0.48,5.54
3912,H0.938Pd1,5.523
3913,Tm1Ni1.88Fe0.12B2C1,5.52
3914,Lu5Ir3.8Co0.2Si10,5.52
3915,Pr0.93Ce0.07Pt4Ge12,5.52
3916,Th1.6Ho0.4C3,5.5
3917,La0.99Y0.01,5.5
3918,Nb1Sn1V2,5.5
3919,Ir0.1Zr0.9,5.5
3920,Sm1Fe1As0.47P0.53H0.24O0.76,5.5
3921,La0.99Yb0.01,5.5
3922,Th0.93Zr0.07B12,5.5
3923,C1Hf0.3Mo0.7,5.5
3924,C3Ho0.4Th1.6,5.5
3925,V2Nb1Sn1,5.5
3926,Sr1Fe1.9Ni0.1As2,5.5
3927,La1.8Sr0.2Cu0.9676Zn0.0324O4,5.5
3928,La0.962Tm0.038Sn3,5.49
3929,Th1Rh0.85Si1.15,5.48
3930,Li2Pd2.4Pt0.6B1,5.47
3931,Nb0.4Ta0.6,5.47
3932,Nb0.1Hf0.9N1,5.47
3933,Mg1C1Ni2.98Fe0.02,5.46
3934,Lu5Ir2Rh2Si10,5.45
3935,La0.2Sm0.8Bi1S2F0.5O0.5,5.43
3936,Ti0.01V0.99,5.42
3937,Ba1Fe1.958Rh0.042As2,5.41
3938,Zr2Co0.8Cu0.2,5.41
3939,Ru0.5W0.5,5.41
3940,C3Ho0.2Th1.8,5.4
3941,Zr1Ru1P0.8B0.2,5.4
3942,La0.95Y0.05,5.4
3943,La0.8Th0.2Ni1C2,5.4
3944,Th1.8Ho0.2C3,5.4
3945,C3Sc1.4Th0.6,5.4
3946,Hf0.08Ta0.92,5.38
3947,Os0.05Zr0.95,5.38
3948,Ce0.85La0.15Ru2,5.35
3949,Bi0.1Sn0.9,5.34
3950,Zr1P1.1Se0.9,5.34
3951,Ba0.9Rb0.1Ti2Sb2O1,5.33
3952,Lu0.05Dy0.95Ni2B2C1,5.325
3953,Nb0.85W0.15,5.32
3954,Nb0.37Ta0.63,5.31
3955,Er0.01La0.99,5.305
3956,Ti0.75V0.25,5.3
3957,Ba0.85Na0.15Fe2As2,5.3
3958,Bi0.15In0.85,5.3
3959,Tc0.44Th0.56,5.3
3960,Zr2Co0.8Ga0.2,5.29
3961,La0.9974Tb0.0026,5.28
3962,Ta0.17Zr0.83,5.28
3963,La0.99Pr0.01,5.265
3964,Lu0.55Er0.45Ru1B2,5.26
3965,Mo0.202Zr0.798,5.25
3966,La2.706Pr0.294Tl1,5.25
3967,Bi3.9Co0.1S3O4,5.215
3968,Bi0.9Sb0.1,5.2
3969,Ho0.0105La0.9895,5.2
3970,Er0.8Tb0.2Ni2B2C1,5.2
3971,Re0.52W0.48,5.2
3972,Y0.5Pr0.5Ba2Cu3O6.53,5.2
3973,C3Ho0.6Th1.4,5.2
3974,Th1.4Ho0.6C3,5.2
3975,Lu2Ir3Si4.5Ge0.5,5.2
3976,Sb0.28Tl0.72,5.2
3977,Ru0.58W0.42,5.2
3978,La0.1Sm0.9Bi1S2F0.5O0.5,5.2
3979,Y3.25Dy1.75Os4Ge10,5.2
3980,La1.85Sr0.15Cu0.985Fe0.015O4,5.2
3981,Ge0.02Nb0.98,5.2
3982,Ba1Pt3.5Au0.5Ge12,5.19
3983,Ho0.01La0.99,5.18
3984,Os0.1Zr0.9,5.17
3985,La0.92Tm0.08Sn3,5.17
3986,Mg1C1Ni2.975Fe0.025,5.17
3987,Ru0.46V0.54,5.16
3988,Nb0.3Ta0.7,5.15
3989,Th1Ir1.6Os0.4,5.15
3990,Os0.5V0.5,5.15
3991,La0.8Th0.2,5.15
3992,Zr2Co0.7Ni0.3,5.14
3993,Ba0.9K0.1Ti2Sb2O1,5.13
3994,La0.3Sm0.7Bi1S2F0.5O0.5,5.12
3995,Ce0.7Pr0.3Ru2,5.11
3996,Sr0.9K0.1Fe2As2,5.11
3997,Ba0.85Na0.15Ti2Sb2O1,5.11
3998,V2.52Mo0.48Si1,5.1
3999,Zr2Co0.75Ga0.25,5.1
4000,Mg0.23Al0.77B2,5.1
4001,Nb2.55V0.45Au1,5.1
4002,In0.85Pb0.15,5.1
4003,Lu5Ir4Si6Ge4,5.1
4004,Cr0.56Re0.44,5.1
4005,Ba1Fe1.76Co0.24As2,5.1
4006,Ba0.5K0.5Fe1.7Ni0.3As2,5.1
4007,Nb3Rh0.7Pt0.3,5.1
4008,Tc0.75Ti0.25,5.1
4009,La3Co4Sn12.35In0.65,5.1
4010,Sr2Y1Ru0.96Cu0.04O6,5.1
4011,Re0.4W0.6,5.08
4012,Y2C2Br1I1,5.08
4013,Lu0.8Dy0.2Ru1B2,5.07
4014,Cr0.0033V0.9967,5.07
4015,Bi0.1In0.9,5.05
4016,Ba1Pt3.75Au0.25Ge12,5.05
4017,Sr1Ga1.1Si0.9,5.04
4018,Os0.55V0.45,5.04
4019,In0.88Sn0.12,5.03
4020,Ba1Fe1.2Ru0.8As2,5.02
4021,Ba0.76La0.24Fe2As2,5.02
4022,Ba0.75Na0.25Ti2Sb2O1,5.015
4023,Ba6.62Si46,5
4024,Fe1Se0.82Br0.18,5
4025,Ba8Si37Ge9,5
4026,Bi2Sr1.4La0.6Cu1O6.42,5
4027,La3Co1Ru3Sn13,5
4028,Sr1Ga1Si1,5
4029,La1.7Ba0.3Cu0.99Zn0.01O4,5
4030,Rh0.035Zr0.965,5
4031,C1Hf0.9Ta0.1,5
4032,Rh0.05Zr0.95,5
4033,Mo1.905Hf0.095B1C1,5
4034,Hf1V1.7Fe0.3,5
4035,Fe1Se0.7Br0.3,5
4036,Fe1Se0.8Br0.2,5
4037,Fe0.9Co0.1Se1,5
4038,La1.72Sr0.28Cu1O4,4.98
4039,Zr2Co0.7Ga0.3,4.97
4040,Hf1P1.5S0.5,4.97
4041,La1.87Ba0.13Cu1O4,4.96
4042,La1.8Sr0.2Cu0.96Ni0.04O4,4.925
4043,Nb0.31Re0.69,4.92
4044,Ce0.84Y0.16Ru2,4.92
4045,Cu0.005V0.995,4.92
4046,La0.99Nd0.01,4.915
4047,Mo0.07Zr0.93,4.91
4048,Zr2Co0.75Ni0.25,4.91
4049,Pd0.165Sb0.835,4.9
4050,Li2B1Pd2.4Pt0.6,4.9
4051,Nb0.04Zr0.96,4.9
4052,Nb1.5Mo1.5Al1,4.9
4053,Tb0.25Er0.75Ni2B2C1,4.9
4054,Nb0.69V0.31,4.9
4055,Re0.7W0.3,4.9
4056,Mg1C1Ni2.967Fe0.033,4.9
4057,Zr2Co0.75Cu0.25,4.89
4058,Lu4.5Th0.5Ir4Si10,4.88
4059,La0.7Th0.3,4.88
4060,La1.8Nd0.2Cu0.99Zn0.01O4.0631,4.87
4061,Th1Ir1.8Ru0.2,4.86
4062,Pr0.95Sr0.05Fe1As1O1,4.86
4063,Pd0.074Ti0.926,4.85
4064,Lu0.8Gd0.2Ru1B2,4.84
4065,Ru0.4W0.6,4.835
4066,Lu1.94Sc0.06Fe3Si5,4.83
4067,Cr0.1Nb0.9,4.83
4068,Al0.005V0.995,4.82
4069,La1Bi1S2F0.5O0.5,4.817058824
4070,La2.85Pr0.15Se4,4.81
4071,C1Hf0.5Nb0.5,4.8
4072,Pd0.15Zr0.85,4.8
4073,Lu5Ir1.2Rh2.8Si10,4.8
4074,Y3Dy2Os4Ge10,4.8
4075,Nb0.8Ru0.2,4.8
4076,C1Ta0.4Ti0.6,4.8
4077,Cr0.01V0.99,4.8
4078,Zr0.926Lu0.074B12,4.78
4079,Cr0.0081V0.9919,4.78
4080,Zr0.935Lu0.065B12,4.77
4081,La2.4S4Y0.6,4.77
4082,Ce0.8La0.2Ru2,4.77
4083,Nb0.14Ta0.86,4.76
4084,Lu0.9Tb0.1Ru1B2,4.76
4085,Ba0.87Nd0.13Fe2As2,4.76
4086,Si0.005V0.995,4.75
4087,Sr1Ga1.2Si0.8,4.75
4088,Sr1Al1Si1,4.75
4089,Ce1Ru1.99Co0.01,4.74
4090,Cu0.01V0.99,4.74
4091,Sr1Ga0.9Si1.1,4.73
4092,Th0.9La0.1Ru2,4.73
4093,Pd0.18Ti0.82,4.73
4094,Mg1C1Ni2.9Ru0.1,4.72
4095,Pd0.2Ti0.8,4.71
4096,Ti0.775V0.225,4.7
4097,V2.808Re0.192Si1,4.7
4098,Lu5Ir4Si9.9Ge0.1,4.7
4099,La1.75Sr0.25Cu0.97Ni0.03O4,4.7
4100,Y2Br1.75Cl0.25C2,4.7
4101,Ce0.97Gd0.03Ru2,4.69
4102,Ag0.12In0.88,4.69
4103,Ho1Rh2.6Ru1.4B4,4.68
4104,Nb0.8W0.2,4.68
4105,Nb0.16Ta0.84,4.67
4106,La0.5Th0.5Sn3,4.67
4107,Pb0.4Tl0.6,4.67
4108,Si0.01V0.99,4.66
4109,Bi0.05In0.95,4.65
4110,Nb0.17Ta0.83,4.65
4111,Al0.18La0.82,4.65
4112,La0.98Lu0.02,4.643
4113,Nb0.2Ta0.8,4.64
4114,Pd0.05Ti0.95,4.64
4115,La0.933Gd0.067Sn3,4.64
4116,Dy1Ir2Rh2B4,4.64
4117,Zr0.8Mo0.2,4.64
4118,Er1Ni1.92Fe0.08B2C1,4.63
4119,Mo0.815Pt0.185,4.62
4120,Pr0.915Ce0.085Pt4Ge12,4.61
4121,Y0.5Pr0.5Ba2Cu3O6.61,4.6
4122,La3Co4Sn11.7In1.3,4.6
4123,Nb2.49V0.51Au1,4.6
4124,Mo1.7Ta0.3B1C1,4.6
4125,Re0.25W0.75,4.6
4126,Lu2Ir3Si4.25Ge0.75,4.6
4127,Nb3Rh0.7Au0.3,4.6
4128,Y0.65Tb0.35Ni2B2C1,4.6
4129,Lu2Ir2.97Rh0.03Si5,4.6
4130,C3Er1Th1,4.6
4131,Th1Er1C3,4.6
4132,Nb0.15Ta0.85,4.58
4133,La1Ru2.94Fe0.06Si2,4.58
4134,Cr0.0132V0.9868,4.57
4135,Sn0.005V0.995,4.57
4136,La1Fe0.875Ir0.125As1O1,4.56
4137,Mo0.8Pt0.2,4.56
4138,Nb0.1Ta0.9,4.55
4139,Dy0.9Tm0.1Ni2B2C1,4.55
4140,B2Nb0.8,4.55
4141,Th0.8Nd0.2Ru2,4.55
4142,V2.4Mo0.6Si1,4.54
4143,Nb0.08Ta0.92,4.54
4144,Mo0.81Pt0.19,4.53
4145,Dy1Rh2Ir2B4,4.53
4146,Ru0.47V0.53,4.53
4147,Ba1Ti2Sb0.4Bi1.6O1,4.52
4148,Lu1.94Dy0.06Fe3Si5,4.52
4149,Y0.75Gd0.25Ni2B2C1,4.52
4150,Co0.007V0.993,4.52
4151,Re0.76V0.24,4.52
4152,Nb0.037Ta0.963,4.51
4153,Sn0.6In0.4Te1,4.51
4154,La1.943Sr0.057Cu1O4,4.51
4155,Ce0.86Tb0.14Ru2,4.51
4156,La0.99Sm0.01,4.5
4157,Nb0.75Mg0.25B2,4.5
4158,La1.87Ba0.13Cu0.99Ga0.01O4,4.5
4159,Nb0.9Re0.1,4.5
4160,Lu4.95Sc0.05Ir4Si10,4.5
4161,Nb0.32Re0.68,4.5
4162,Mg0.9Zn0.1C1Ni3,4.5
4163,Nb0.9Mg0.1B2,4.5
4164,C1Hf0.6Nb0.4,4.5
4165,Er0.03La0.97,4.49
4166,Tc0.65V0.35,4.49
4167,Zr1V1.7Fe0.3,4.49
4168,Al0.01V0.99,4.49
4169,Pr0.8Sr0.2Fe0.7Co0.3As1O1,4.48
4170,Ir0.28W0.72,4.475
4171,Nb0.04Ta0.96,4.47
4172,Nb0.016Ta0.984,4.47
4173,Mo0.04Zr0.96,4.47
4174,Nb0.025Ta0.975,4.465
4175,Sc3.5Dy1.5Ir4Si10,4.465
4176,Sn0.55In0.45Te1,4.46
4177,Ba2Bi2.75Sb0.25,4.46
4178,La1Tl0.24Pb2.76,4.46
4179,Er0.75Tb0.25Ni2B2C1,4.45
4180,Nb0.05Ta0.95,4.45
4181,La0.9Th0.1Ni1C2,4.45
4182,In0.97Pd0.03,4.45
4183,Cu0.025V0.975,4.45
4184,In0.9Pb0.1,4.435
4185,Pr1Pt4Ge11.5Sb0.5,4.43
4186,Al0.2La0.8,4.43
4187,Er0.8Gd0.2Rh4B4,4.41
4188,Th1Ir1.4Os0.6,4.41
4189,Sn0.5In0.5Te1,4.4
4190,La1.85Sr0.15Cu0.976Co0.024O4,4.4
4191,Os0.74W0.26,4.4
4192,Y2Br1.5Cl0.5C2,4.4
4193,Mo0.2Nb0.8,4.4
4194,Y0.6La0.4B6,4.4
4195,Rh0.04Zr0.96,4.4
4196,B12Yb0.01Zr0.99,4.4
4197,Zr2Co0.7Cu0.3,4.39
4198,La1Fe1As0.6P0.4O1,4.3825
4199,Ti0.76V0.24,4.382
4200,Er0.2Y0.8Pd2Sn1,4.38
4201,Bi3.925Co0.075S3O4,4.3775
4202,La0.951Lu0.049,4.37
4203,La1Rh1Si1,4.35
4204,Lu0.418Dy0.582Ni2B2C1,4.35
4205,Pd0.1Ti0.9,4.335
4206,La2.82Pr0.18S4,4.33
4207,Lu1.9Sc0.1Fe3Si5,4.33
4208,La1Fe0.98Zn0.02As1O0.85,4.32
4209,Pd0.15Ti0.85,4.32
4210,Lu0.6Tm0.4Ru1B2,4.31
4211,Lu0.4Dy0.6Ni2B2C1,4.3
4212,Y1Ba2Cu2.9Zn0.1O6.88,4.3
4213,Dy1Rh1.6Ir2.4B4,4.3
4214,Al0.22La0.78,4.3
4215,Y1Ba2Cu2.9Ni0.1O6.56,4.3
4216,Zr0.9Mo0.1,4.3
4217,Ir0.1Ti0.9,4.3
4218,Nb0.5V1.5Zr1,4.3
4219,Nb0.15V0.85,4.3
4220,Ta0.15Zr0.85,4.29
4221,Rh0.106Ti0.894,4.28
4222,La0.92Gd0.08Sn3,4.28
4223,Bi0.26Tl0.74,4.275
4224,Nb2Pd1S4.5Se0.5,4.27
4225,Sm1Fe0.5Ru0.5As1F0.15O0.85,4.26
4226,Bi3.875Co0.125S3O4,4.255
4227,Ba2Bi2.5Sb0.5,4.25
4228,Ba0.95K0.05Ti2Sb2O1,4.25
4229,In0.92Sn0.08,4.25
4230,Nb0.5V0.5,4.25
4231,Ba0.95Rb0.05Ti2Sb2O1,4.25
4232,Ba0.9Na0.1Ti2Sb2O1,4.24
4233,Sr1Ga0.8Si1.2,4.24
4234,La0.2Ce0.8Ru2,4.227
4235,La0.9916Sm0.0084,4.22
4236,Mo0.16Ti0.84,4.213
4237,Nb0.6Rh0.4,4.21
4238,N0.62Pt0.38,4.21
4239,Sn0.01V0.99,4.21
4240,La0.4Sm0.6Bi1S2F0.5O0.5,4.205
4241,La0.2Th0.8Ni1C2,4.2
4242,Cd0.97Pd0.03,4.2
4243,Ga0.71V0.29,4.2
4244,Y0.77Gd0.23Ni2B2C1,4.2
4245,Nb0.925Ru0.075,4.2
4246,Ru0.452V0.548,4.2
4247,Bi4S2.97Se0.03O4,4.2
4248,Nb1.2Mo1.8Al1,4.2
4249,Ir0.42Nb0.58,4.2
4250,La1.65Ba0.35Cu1O4,4.2
4251,Zr2Co0.6Ni0.4,4.2
4252,In0.913Pb0.087,4.2
4253,La1.6Ba0.4Cu1O4,4.2
4254,Y1Ba2Cu2.9Fe0.1O6.62,4.2
4255,Al1Nb2Ni1,4.2
4256,Er0.76Gd0.24Rh4B4,4.18
4257,La0.908Tm0.092Sn3,4.18
4258,Cr0.152Ti0.848,4.18
4259,Tc0.6V0.4,4.17
4260,Nb0.6V0.4,4.17
4261,Lu1.9Y0.1Fe3Si5,4.16
4262,Y2Br1.25Cl0.75C2,4.15
4263,Ge0.045Nb0.955,4.15
4264,Mo0.059Zr0.941,4.15
4265,Bi0.08Sn0.92,4.15
4266,Ta0.125Zr0.875,4.14
4267,Bi0.7Sb0.3,4.14
4268,Li2Pd1.5Pt1.5B1,4.13
4269,Ti0.8V0.2,4.125
4270,Pd2Y0.9Tm0.1Sn1,4.12
4271,Ba0.91Ce0.09Fe2As2,4.12
4272,Pd2Y0.95Tm0.05Sn1,4.12
4273,Mg0.85Zn0.15C1Ni3,4.12
4274,Hg0.333In0.667,4.115
4275,Nb0.4V0.6,4.11
4276,H0.9Pd1,4.11
4277,Nb0.55V0.45,4.11
4278,Zr1P0.6Se1.4,4.11
4279,Pr0.9Ce0.1Pt4Ge12,4.11
4280,Hg0.97Tl0.03,4.109
4281,Lu5Ir4Si9.95Ge0.05,4.1
4282,Bi0.06Sn0.94,4.1
4283,Gd0.06In1La2.94,4.1
4284,In0.25Sb0.75,4.1
4285,Ba1Fe1.958Pd0.042As2,4.1
4286,Cr0.38Re0.62,4.1
4287,Nd0.95Pr0.05Ba2Cu3O6.6,4.1
4288,Ce1Pt0.1Ru1.9,4.08
4289,Cr0.02V0.98,4.08
4290,Mo0.15Ti0.85,4.08
4291,Bi3Ni0.95Fe0.05,4.08
4292,Bi0.025In0.975,4.07
4293,Ba2Bi2.25Sb0.75,4.06
4294,Pd2Y0.9Ho0.1Sn1,4.06
4295,Bi3Ni0.9Fe0.1,4.06
4296,Si0.025V0.975,4.06
4297,Ba1Ga1Si1,4.05
4298,Al0.02V0.98,4.05
4299,Nb0.2V0.8,4.03
4300,Ba1Ti2Sb0.8Bi1.2O1,4.02
4301,La2.9234Ce0.0766In1,4.02
4302,Ba1Ga0.78Si1.22,4
4303,Lu4.975Sc0.025Ir4Si10,4
4304,Y0.5Pr0.5Ba2Cu3O6.76,4
4305,Rh0.1Ti0.9,4
4306,Ru0.45V0.55,4
4307,Y0.65La0.35B6,4
4308,Ce1Fe1As0.7P0.3O1,4
4309,La3Co2Ru2Sn13,4
4310,Y0.5Pr0.5Ba2Cu3O6.85,4
4311,Rh0.88Ti0.12,4
4312,Rh0.12Ti0.88,4
4313,Y0.5Pr0.5Ba2Cu3O6.71,4
4314,Ba8Si34Ge12,4
4315,Gd1Ba1Sr1Cu3O6.77,4
4316,Pr1Fe0.7Co0.3As1O1,4
4317,Bi0.34In0.66,4
4318,Mo0.1633Ti0.8367,4
4319,Ce1Fe0.85Co0.15As1F0.1O0.9,4
4320,Tm1Ni1.84Fe0.16B2C1,3.99
4321,Al0.25La0.75,3.98
